Age;Gender;Education Level;Job Title;Years of Experience;Salary
35;0;2;66;11;160000
37;1;2;66;14;180000
37;1;2;66;14;180000
37;1;2;66;14;180000
37;1;2;66;14;180000
37;1;2;66;14;180000
37;1;2;66;14;180000
37;1;2;66;14;180000
37;1;2;66;14;180000
37;1;2;66;14;180000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
37;1;2;66;14;190000
38;1;2;66;14;195000
38;1;2;66;14;195000
38;1;2;66;14;195000
38;1;2;66;14;195000
38;1;2;66;14;195000
38;1;2;66;14;195000
38;1;2;66;14;195000
38;1;2;66;14;195000
38;1;2;66;14;195000
38;1;2;66;14;195000
38;1;2;66;14;195000
38;1;2;66;14;195000
38;1;2;66;14;195000
38;1;2;66;14;195000
38;1;2;66;14;195000
38;1;2;66;14;195000
38;1;2;66;14;195000
25;0;0;67;3;65000
25;0;0;67;3;65000
25;0;0;67;3;65000
25;0;0;67;3;65000
25;0;0;67;3;65000
25;0;0;67;3;65000
25;0;0;67;3;65000
25;0;0;67;3;65000
25;0;0;67;3;65000
33;0;0;67;9;140000
25;0;0;67;2;55000
25;0;0;67;3;65000
25;0;0;67;3;65000
25;0;0;67;3;65000
25;0;0;67;3;65000
25;0;0;67;3;65000
25;0;0;67;3;65000
25;0;0;67;3;65000
25;0;0;67;3;65000
31;0;0;67;7;100000
31;0;0;67;7;100000
31;0;0;67;7;100000
32;0;0;67;8;115000
32;0;0;67;7;120000
37;0;0;67;7;90000
43;0;0;67;12;120000
43;0;0;67;12;120000
33;0;2;67;7;90000
37;0;2;67;9;100000
38;0;2;67;10;110000
39;0;2;67;10;110000
39;0;2;67;10;110000
39;0;2;67;10;110000
39;0;2;67;10;110000
39;0;2;67;10;110000
39;0;2;67;10;110000
39;0;2;67;10;110000
38;0;2;67;9;100000
37;0;2;67;10;110000
38;0;2;67;10;110000
38;0;2;67;10;110000
38;0;2;67;10;110000
38;0;2;67;10;110000
38;0;2;67;10;110000
38;0;2;67;10;110000
38;0;2;67;10;110000
32;0;2;67;7;90000
39;0;2;67;11;120000
39;0;2;67;11;120000
39;0;2;67;11;120000
39;0;2;67;11;120000
39;0;2;67;11;120000
39;0;2;67;11;120000
39;0;2;67;11;120000
39;0;2;67;11;120000
27;0;2;67;3;60000
35;0;2;67;10;110000
35;0;2;67;10;110000
35;0;2;67;10;110000
35;0;2;67;10;110000
35;0;2;67;10;110000
35;0;2;67;10;110000
35;0;2;67;10;110000
35;0;2;67;10;110000
31;0;2;67;4;62000
36;0;2;67;11;117000
36;0;2;67;11;117000
36;0;2;67;11;117000
36;0;2;67;11;117000
36;0;2;67;11;117000
36;0;2;67;11;117000
36;0;2;67;11;117000
36;0;2;67;11;117000
31;0;2;67;5;68000
37;0;2;67;12;125000
37;0;2;67;12;125000
37;0;2;67;12;125000
37;0;2;67;12;125000
37;0;2;67;12;125000
37;0;2;67;12;125000
37;0;2;67;12;125000
37;0;2;67;12;125000
42;0;2;67;16;137000
32;0;2;67;6;77000
32;0;2;67;6;77000
32;0;2;67;6;77000
32;0;2;67;6;77000
32;0;2;67;6;77000
32;0;2;67;6;77000
32;0;2;67;6;77000
32;0;2;67;6;77000
28;0;2;67;7;110000
28;0;2;67;7;110000
28;0;2;67;7;110000
28;0;2;67;7;110000
28;0;2;67;7;110000
28;0;2;67;7;110000
28;0;2;67;7;110000
28;0;2;67;7;110000
28;0;2;67;7;110000
28;0;2;67;7;110000
28;0;2;67;7;110000
28;0;2;67;7;110000
28;0;2;67;7;110000
28;0;2;67;7;110000
28;0;2;67;7;110000
28;0;2;67;7;110000
28;0;2;67;7;110000
28;0;2;67;7;110000
39;0;2;67;12;150000
39;0;2;67;12;150000
39;0;2;67;12;150000
39;0;2;67;12;150000
39;0;2;67;12;150000
39;0;2;67;14;170000
39;0;2;67;14;170000
39;0;2;67;14;170000
39;0;2;67;14;170000
38;0;2;67;14;170000
38;0;2;67;14;170000
38;0;2;67;14;170000
38;0;2;67;14;170000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;8;120000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
32;0;2;67;8;120000
33;0;2;67;8;120000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;8;120000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;130000
33;0;2;67;9;135000
33;0;2;67;9;135000
33;0;2;67;9;135000
33;0;2;67;9;135000
33;0;2;67;9;135000
33;0;2;67;9;135000
33;0;2;67;9;135000
33;0;2;67;9;135000
33;0;2;67;9;135000
33;0;2;67;9;135000
33;0;2;67;9;135000
33;0;2;67;9;135000
33;0;2;67;9;135000
33;0;2;67;9;135000
33;0;2;67;9;135000
33;0;2;67;9;135000
46;0;2;67;14;140000
31;0;3;67;6;75000
27;0;3;67;4;55000
35;0;3;67;8;80000
35;0;3;67;8;80000
36;0;3;67;9;95000
36;0;3;67;9;95000
36;0;3;67;9;95000
36;0;3;67;9;95000
33;1;0;67;7;110000
33;1;0;67;7;110000
33;1;0;67;7;110000
33;1;0;67;7;110000
33;1;0;67;7;110000
34;1;0;67;9;130000
34;1;0;67;9;130000
34;1;0;67;9;130000
34;1;0;67;9;130000
34;1;0;67;9;130000
33;1;0;67;9;130000
33;1;0;67;9;130000
33;1;0;67;9;130000
33;1;0;67;9;130000
33;1;0;67;9;130000
49;1;2;67;23;228000
45;1;2;67;20;204000
45;1;2;67;20;204000
45;1;2;67;20;204000
45;1;2;67;20;204000
45;1;2;67;20;204000
45;1;2;67;20;204000
45;1;2;67;20;204000
45;1;2;67;20;204000
45;1;2;67;20;204000
45;1;2;67;20;204000
45;1;2;67;20;204000
45;1;2;67;20;204000
45;1;2;67;20;204000
45;1;2;67;20;204000
45;1;2;67;20;204000
33;1;2;67;9;130000
45;1;2;67;13;130000
45;1;2;67;13;130000
45;1;2;67;13;130000
45;1;2;67;13;130000
45;1;2;67;13;130000
45;1;2;67;13;130000
37;1;2;67;11;110000
45;1;2;67;13;130000
45;1;2;67;13;130000
45;1;2;67;13;130000
45;1;2;67;13;130000
45;1;2;67;13;130000
45;1;2;67;13;130000
45;1;2;67;13;130000
38;1;2;67;12;120000
46;1;2;67;14;140000
46;1;2;67;14;140000
46;1;2;67;14;140000
46;1;2;67;14;140000
37;1;3;67;7;90000
39;1;3;67;10;100000
35;1;3;67;7;90000
35;1;3;67;8;80000
27;1;3;67;4;55000
27;1;3;67;4;55000
27;1;3;67;4;55000
27;1;3;67;4;55000
27;1;3;67;4;55000
27;1;3;67;4;55000
50;1;3;67;18;180000
27;1;3;67;4;55000
27;1;3;67;4;55000
27;1;3;67;4;55000
27;1;3;67;4;55000
27;1;3;67;4;55000
27;1;3;67;4;55000
27;1;3;67;4;55000
51;1;3;67;19;190000
28;1;3;67;4;55000
28;1;3;67;4;55000
28;1;3;67;4;55000
28;1;3;67;4;55000
39;0;0;68;10;65000
40;0;0;69;15;65000
50;0;0;70;22;160000
36;0;0;70;7;91000
44;1;0;70;16;125000
35;1;0;70;8;90000
33;1;0;70;6;75000
31;1;0;70;5;70000
33;1;0;70;6;75000
31;1;0;70;5;70000
33;1;0;70;6;75000
31;1;0;70;5;70000
33;1;0;70;6;75000
31;1;0;70;5;70000
33;1;0;70;6;75000
31;1;0;70;5;70000
33;1;0;70;6;75000
31;1;0;70;5;70000
33;1;0;70;6;75000
31;1;0;70;5;70000
33;1;0;70;6;75000
34;1;0;70;8;90000
32;1;0;70;6;75000
30;1;0;70;5;70000
32;1;0;70;6;75000
30;1;0;70;5;70000
32;1;0;70;6;75000
30;1;0;70;5;70000
32;1;0;70;6;75000
30;1;0;70;5;70000
32;1;0;70;6;75000
30;1;0;70;5;70000
32;1;0;70;6;75000
30;1;0;70;5;70000
32;1;0;70;6;75000
30;1;0;70;5;70000
32;1;0;70;6;75000
36;1;0;70;8;100000
33;1;0;70;7;85000
31;1;0;70;6;75000
33;1;0;70;7;85000
31;1;0;70;6;75000
33;1;0;70;7;85000
31;1;0;70;6;75000
33;1;0;70;7;85000
31;1;0;70;6;75000
33;1;0;70;7;85000
31;1;0;70;6;75000
33;1;0;70;7;85000
31;1;0;70;6;75000
33;1;0;70;7;85000
31;1;0;70;6;75000
33;1;0;70;7;85000
44;1;0;70;18;170000
36;1;0;70;9;110000
32;1;0;70;6;90000
36;1;0;70;9;110000
32;1;0;70;6;90000
36;1;0;70;9;110000
32;1;0;70;6;90000
36;1;0;70;9;110000
32;1;0;70;6;90000
36;1;0;70;9;110000
32;1;0;70;6;90000
36;1;0;70;9;110000
32;1;0;70;6;90000
36;1;0;70;9;110000
32;1;0;70;6;90000
36;1;0;70;9;110000
45;1;0;70;19;174000
37;1;0;70;10;113000
33;1;0;70;7;96000
37;1;0;70;10;113000
33;1;0;70;7;96000
37;1;0;70;10;113000
33;1;0;70;7;96000
37;1;0;70;10;113000
33;1;0;70;7;96000
37;1;0;70;10;113000
33;1;0;70;7;96000
37;1;0;70;10;113000
33;1;0;70;7;96000
37;1;0;70;10;113000
33;1;0;70;7;96000
37;1;0;70;10;113000
39;1;0;70;13;127000
38;1;0;70;11;119000
34;1;0;70;8;101000
38;1;0;70;11;119000
34;1;0;70;8;101000
38;1;0;70;11;119000
34;1;0;70;8;101000
38;1;0;70;11;119000
34;1;0;70;8;101000
38;1;0;70;11;119000
34;1;0;70;8;101000
38;1;0;70;11;119000
34;1;0;70;8;101000
38;1;0;70;11;119000
34;1;0;70;8;101000
38;1;0;70;11;119000
38;1;0;70;11;119000
34;1;0;70;8;104000
38;1;0;70;11;119000
34;1;0;70;8;104000
38;1;0;70;11;119000
34;1;0;70;8;104000
38;1;0;70;11;119000
34;1;0;70;8;104000
38;1;0;70;11;119000
34;1;0;70;8;104000
38;1;0;70;11;119000
34;1;0;70;8;104000
38;1;0;70;11;119000
34;1;0;70;8;104000
38;1;0;70;11;119000
27;0;0;71;4;150000
30;0;0;71;5;160000
27;0;0;71;4;150000
27;0;0;71;4;150000
27;0;0;71;4;150000
30;0;0;71;5;160000
27;0;0;71;4;150000
27;0;0;71;4;150000
24;0;0;71;3;125000
30;0;0;71;5;160000
27;0;0;71;4;150000
27;0;0;71;4;150000
27;0;0;71;4;150000
27;0;0;71;4;130000
35;0;0;71;12;190000
35;0;0;71;12;190000
35;0;0;71;12;190000
35;0;0;71;12;190000
35;0;0;71;12;190000
35;0;0;71;8;165000
35;0;0;71;8;170000
29;0;0;71;4;90000
32;0;0;71;7;110000
32;0;0;71;7;110000
27;0;0;71;2;65000
29;0;0;71;5;80000
32;0;0;71;7;110000
28;0;0;71;3;70000
30;0;0;71;5;85000
32;0;0;71;7;120000
42;0;2;71;12;120000
26;0;2;71;2;120000
26;0;2;71;2;120000
26;0;2;71;2;120000
26;0;2;71;2;120000
33;0;2;71;11;198000
34;0;2;71;12;196000
33;0;2;71;11;198000
34;0;2;71;12;196000
33;0;2;71;11;198000
33;0;2;71;11;198000
34;0;2;71;12;196000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
34;0;2;71;12;196000
33;0;2;71;11;198000
34;0;2;71;12;196000
33;0;2;71;11;198000
33;0;2;71;11;198000
34;0;2;71;12;196000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;10;195000
34;0;2;71;11;196000
33;0;2;71;11;198000
34;0;2;71;12;196000
33;0;2;71;11;198000
33;0;2;71;11;198000
34;0;2;71;12;196000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;196000
33;0;2;71;11;198000
33;0;2;71;11;198000
34;0;2;71;12;196000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;198000
33;0;2;71;11;190000
33;0;2;71;11;195000
33;0;2;71;11;195000
34;0;2;71;12;190000
33;0;2;71;11;195000
33;0;2;71;11;195000
33;0;2;71;11;195000
33;0;2;71;11;195000
33;0;2;71;11;195000
33;0;2;71;11;195000
33;0;2;71;11;195000
33;0;2;71;11;195000
33;0;2;71;11;195000
33;0;2;71;11;195000
30;0;2;71;6;110000
32;0;2;71;7;120000
32;0;2;71;5;100000
34;0;2;71;7;120000
33;0;2;71;8;135000
32;1;0;71;7;170000
34;1;0;71;9;185000
32;1;0;71;7;170000
34;1;0;71;9;185000
32;1;0;71;7;170000
34;1;0;71;9;185000
32;1;0;71;7;170000
34;1;0;71;9;185000
34;1;0;71;9;185000
32;1;0;71;7;170000
34;1;0;71;9;185000
34;1;0;71;9;185000
34;1;0;71;9;185000
34;1;0;71;9;185000
34;1;0;71;9;185000
31;1;0;71;8;190000
30;1;0;71;8;185000
30;1;0;71;8;185000
30;1;0;71;8;185000
30;1;0;71;8;185000
30;1;0;71;8;185000
33;1;0;71;8;130000
37;1;0;71;12;150000
37;1;0;71;12;150000
37;1;0;71;12;150000
37;1;0;71;12;150000
38;1;0;71;13;160000
38;1;0;71;13;160000
38;1;0;71;13;160000
38;1;0;71;13;160000
37;1;0;71;13;160000
37;1;0;71;13;160000
37;1;0;71;13;160000
37;1;0;71;13;160000
32;1;0;71;7;120000
25;1;0;71;1;55000
32;1;0;71;7;120000
25;1;0;71;1;55000
32;1;0;71;7;120000
25;1;0;71;1;55000
32;1;0;71;7;120000
25;1;0;71;1;55000
32;1;0;71;7;120000
25;1;0;71;1;55000
32;1;0;71;7;120000
25;1;0;71;1;55000
32;1;0;71;7;120000
25;1;0;71;1;55000
32;1;0;71;7;120000
25;1;0;71;1;55000
32;1;0;71;7;120000
29;1;0;71;5;80000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
27;1;0;71;2;65000
29;1;0;71;5;80000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
25;1;0;71;1;60000
32;1;0;71;7;120000
35;1;2;71;7;105000
26;1;2;71;2;120000
28;1;2;71;3;130000
28;1;2;71;3;130000
28;1;2;71;3;130000
28;1;2;71;3;130000
28;1;2;71;3;130000
28;1;2;71;3;130000
28;1;2;71;3;130000
28;1;2;71;3;130000
28;1;2;71;3;130000
28;1;2;71;3;130000
28;1;2;71;3;130000
28;1;2;71;3;130000
28;1;2;71;3;130000
28;1;2;71;3;130000
33;1;2;71;11;198000
34;1;2;71;12;196000
33;1;2;71;11;198000
34;1;2;71;12;196000
33;1;2;71;11;198000
34;1;2;71;12;196000
33;1;2;71;11;198000
33;1;2;71;11;195000
31;1;2;71;6;120000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
36;1;2;71;10;160000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
32;1;2;71;7;110000
42;1;2;71;14;180000
37;1;3;71;14;195000
37;1;3;71;14;195000
37;1;3;71;14;195000
37;1;3;71;14;195000
37;1;3;71;14;195000
40;0;2;72;14;130000
37;1;0;72;10;95000
35;1;0;72;10;130000
35;1;0;72;10;130000
35;1;0;72;10;130000
35;1;0;72;10;130000
35;1;0;72;10;130000
33;1;0;72;8;120000
33;1;0;72;8;120000
33;1;0;72;8;120000
33;1;0;72;8;120000
33;1;0;72;8;120000
32;1;0;72;8;120000
32;1;0;72;8;120000
32;1;0;72;8;120000
32;1;0;72;8;120000
32;1;0;72;8;120000
31;1;0;72;6;100000
30;1;0;72;6;110000
30;1;0;72;6;110000
30;1;0;72;6;110000
31;1;0;72;6;115000
38;0;2;73;10;90000
22;0;1;74;0;25000
22;0;1;74;0;25000
22;0;1;74;0;25000
22;0;1;74;0;25000
23;0;1;74;0;25000
23;0;1;74;0;25000
23;0;1;74;0;25000
23;0;1;74;0;25000
22;0;1;74;0;25000
22;0;1;74;0;25000
22;0;1;74;0;25000
22;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
24;0;1;74;0;25000
36;0;0;75;9;60000
39;0;0;75;11;70000
34;0;3;76;10;150000
34;0;3;76;10;150000
34;0;3;76;10;150000
34;0;3;76;10;150000
34;0;3;76;10;150000
34;0;3;76;10;150000
34;0;3;76;10;150000
34;0;3;76;10;150000
35;0;3;76;11;160000
35;0;3;76;11;160000
35;0;3;76;11;160000
35;0;3;76;11;160000
35;0;3;76;11;160000
35;0;3;76;11;160000
35;0;3;76;11;160000
35;0;3;76;11;160000
34;0;3;76;11;160000
34;0;3;76;11;160000
34;0;3;76;11;160000
34;0;3;76;11;160000
34;0;3;76;11;160000
34;0;3;76;11;160000
34;0;3;76;11;160000
34;0;3;76;11;160000
34;0;3;76;12;170000
34;0;3;76;12;170000
34;0;3;76;12;170000
35;0;3;76;12;175000
36;0;3;76;12;175000
45;1;3;76;16;190000
34;1;3;76;11;170000
34;1;3;76;11;170000
34;1;3;76;11;170000
34;1;3;76;11;170000
34;1;3;76;11;170000
34;1;3;76;11;170000
34;1;3;76;11;170000
34;1;3;76;11;170000
34;1;3;76;11;170000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;11;160000
34;1;3;76;12;170000
34;1;3;76;12;170000
34;1;3;76;12;170000
34;1;3;76;12;170000
34;1;3;76;12;170000
34;1;3;76;12;170000
34;1;3;76;12;170000
34;1;3;76;12;170000
34;1;3;76;12;170000
34;1;3;76;12;170000
34;1;3;76;12;170000
34;1;3;76;12;170000
34;1;3;76;12;170000
34;1;3;76;12;170000
34;1;3;76;12;170000
31;0;3;77;8;120000
31;0;3;77;8;120000
31;0;3;77;8;120000
31;0;3;77;8;120000
31;0;3;77;8;120000
36;0;3;77;12;160000
36;0;3;77;12;160000
36;0;3;77;12;160000
36;0;3;77;12;160000
36;0;3;77;12;160000
36;0;3;77;12;160000
36;0;3;77;12;160000
36;0;3;77;12;160000
35;0;3;77;11;150000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;12;170000
35;0;3;77;11;150000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;12;170000
36;0;3;77;13;185000
36;0;3;77;13;185000
36;0;3;77;13;185000
36;0;3;77;13;185000
36;0;3;77;13;185000
36;0;3;77;13;185000
36;0;3;77;13;185000
36;0;3;77;13;185000
36;0;3;77;13;185000
36;0;3;77;13;185000
36;0;3;77;13;185000
36;0;3;77;13;185000
36;0;3;77;13;185000
36;0;3;77;13;185000
36;0;3;77;13;185000
47;1;3;77;22;160000
33;1;3;77;10;150000
33;1;3;77;10;150000
33;1;3;77;10;150000
33;1;3;77;10;150000
33;1;3;77;10;150000
32;1;3;77;10;150000
32;1;3;77;10;150000
32;1;3;77;10;150000
32;1;3;77;10;150000
36;1;3;77;13;160000
36;1;3;77;13;180000
36;1;3;77;13;180000
35;1;3;77;11;150000
36;1;3;77;13;180000
36;1;3;77;11;155000
36;1;3;77;13;185000
39;1;3;77;14;185000
36;0;0;78;7;60000
29;0;0;78;3;40000
27;0;0;78;1;35000
24;0;1;78;1;30000
24;0;1;78;1;30000
24;0;1;78;1;30000
24;0;1;78;1;30000
24;0;1;78;1;30000
24;0;1;78;1;30000
24;0;1;78;1;30000
24;0;1;78;1;30000
24;0;1;78;1;30000
24;0;1;78;1;30000
22;0;1;78;0;25000
24;0;1;78;1;30000
24;0;1;78;1;30000
24;0;1;78;1;30000
24;0;1;78;1;30000
24;0;1;78;1;30000
24;0;1;78;1;30000
24;0;1;78;1;30000
24;0;1;78;1;30000
24;0;1;78;1;30000
24;0;1;78;0;25000
24;0;1;78;0;25000
24;0;1;78;0;25000
24;0;1;78;0;25000
24;0;1;78;0;25000
25;0;1;78;0;25000
25;0;1;78;0;25000
25;0;1;78;0;25000
25;0;1;78;0;25000
25;0;1;78;0;25000
24;0;1;78;0;25000
24;0;1;78;0;25000
24;0;1;78;0;25000
24;0;1;78;0;25000
24;0;1;78;0;25000
24;0;1;78;1;35000
31;0;1;78;2;40000
25;0;1;78;1;35000
25;0;1;78;1;35000
25;0;1;78;1;35000
25;0;1;78;1;35000
26;0;1;78;1;35000
26;0;1;78;1;35000
26;0;1;78;1;35000
26;0;1;78;1;35000
29;1;0;78;2;45000
31;1;0;78;3;50000
25;1;1;78;1;35000
31;1;1;78;3;50000
31;1;1;78;3;50000
31;1;1;78;3;50000
31;1;1;78;3;50000
31;1;1;78;3;50000
31;1;1;78;3;50000
24;1;1;78;1;35000
31;1;1;78;3;50000
31;1;1;78;3;50000
31;1;1;78;3;50000
31;1;1;78;3;50000
31;1;1;78;3;50000
31;1;1;78;3;50000
31;1;1;78;3;50000
25;1;1;78;1;35000
32;1;1;78;3;50000
32;1;1;78;3;50000
32;1;1;78;3;50000
32;1;1;78;3;50000
29;0;0;79;6;75000
32;0;0;79;8;80000
29;0;0;79;5;70000
33;0;0;79;7;90000
30;0;0;79;5;70000
51;1;0;79;22;180000
31;1;0;79;9;140000
31;1;0;79;9;140000
31;1;0;79;9;140000
31;1;0;79;9;140000
31;1;0;79;9;140000
31;1;0;79;9;140000
31;1;0;79;9;140000
31;1;0;79;9;140000
31;1;0;79;9;140000
31;1;0;79;9;140000
31;1;0;79;9;140000
31;1;0;79;9;140000
31;1;0;79;9;140000
31;1;0;79;9;140000
31;1;0;79;9;140000
31;1;0;79;9;140000
31;1;0;79;9;140000
31;1;0;79;9;140000
31;1;0;79;9;140000
29;1;0;79;6;75000
39;1;0;79;10;100000
32;1;0;79;7;90000
36;1;0;79;6;75000
36;1;0;79;6;75000
36;1;0;79;6;75000
36;1;0;79;6;75000
36;1;0;79;6;75000
36;1;0;79;6;
36;1;0;79;6;75000
36;1;0;79;6;75000
36;1;0;79;6;75000
36;1;0;79;6;75000
36;1;0;79;6;75000
36;1;0;79;6;75000
37;1;0;79;7;90000
37;1;0;79;7;90000
37;1;0;79;7;90000
